StrainNumber1	StrainNumber2	ANIb	Formula 2: DDH
G4122	JM-87	89.24	38.7
G4122	KC1913	79.91	23.3
G4122	NUH4	89.27	38.5
G4122	NUH6	89.22	38.7
G4122	NUHP1	89.23	38.6
G4122	PW2809	89.32	38.6
G4122	R26	89.3	38.9
G4122	V0378064	89.37	38.8
G4123	0422	89.35	38.9
G4123	3375	89.35	38.8
G4123	502	89.37	38.8
G4123	ATCC_13253	80.03	23.4
G4123	ATCC_33958	91.01	43.9
G4123	B2D	89.29	38.5
G4123	BM10	91.06	44
G4123	C1558	97.64	80.6
G4123	CIP108653	90.72	42.7
G4123	CIP108654	89.53	39.3
G4123	CIP111046-9716	89.34	38.6
G4123	CIP111047-9716	91.29	44.6
G4123	CIP111048-9716	80.11	23.6
G4123	CIP111067	89.47	39
G4123	CIP60-58	89.34	38.9
G4123	CIP80-33	80.07	23.5
G4123	CSID_3000515919	80.05	23.5
G4123	CSID_3000516074	89.4	38.9
G4123	CSID_3000516135	97.45	79.5
G4123	CSID_3000516359	80.05	23.5
G4123	CSID_3000516464	91.27	44.4
G4123	CSID_3000516465	80	23.5
G4123	CSID_3000516535	79.89	23.4
G4123	CSID_3000516589	90.98	43.5
G4123	CSID_3000516810	89.4	38.8
G4123	CSID_3000516977	79.99	23.5
G4123	CSID_3000516978	89.38	38.5
G4123	CSID_3000516998	91.24	44.8
G4123	CSID_3000517066	89.33	38.6
G4123	CSID_3000517120	90.46	42.4
G4123	CSID_3015183678	89.47	39.2
G4123	CSID_3015183679	89.46	39
G4123	CSID_3015183680	89.31	39
G4123	CSID_3015183685	90.96	43.7
G4123	CSID_3015183686	89.42	39
G4123	DSM_14571	90.74	42.8
G4123	DSM_23781	89.39	39
G4123	E6809	89.57	39.2
G4123	EM-CHUV	91.38	45
G4123	Endophthalmitis	89.23	38.3
G4123	F3201	89.19	38.4
G4123	F3543	89.28	38.8
G4123	F8124	94.24	58.3
G4123	FMS-007	89.32	39
G4123	G0146	91.05	43.9
G4123	G0153	90.94	43.7
G4123	G4070	94.26	58.3
G4123	G4071	91.28	44.6
G4123	G4074	91.29	44.6
G4123	G4075	91.02	43.9
G4123	G4076	80.03	23.4
G4123	G4120	80.12	23.6
G4123	G4121	91.22	44.6
G4123	G4122	97.26	79
G4123	JM-87	89.61	39.3
G4123	KC1913	80.04	23.4
G4123	NUH4	89.25	38.9
G4123	NUH6	89.37	39
G4123	NUHP1	89.22	38.9
G4123	PW2809	89.4	38.9
G4123	R26	89.37	39
G4123	V0378064	89.47	39.2
JM-87	0422	97.23	78.2
JM-87	3375	97.29	79.5
JM-87	502	98.05	84.5
JM-87	ATCC_13253	80.06	23.9
JM-87	ATCC_33958	91	44.6
JM-87	B2D	98.89	92.3
JM-87	BM10	90.91	44.1
JM-87	C1558	89.33	39.3
JM-87	CIP108653	91.3	45.4
JM-87	CIP108654	97.06	78.2
JM-87	CIP111046-9716	98.74	90.9
JM-87	CIP111047-9716	91.42	45.5
JM-87	CIP111048-9716	79.79	23.5
JM-87	CIP111067	97.46	80.4
JM-87	CIP60-58	97.18	78.2
JM-87	CIP80-33	79.81	23.6
JM-87	CSID_3000515919	80.02	23.8
JM-87	CSID_3000516074	97.18	78.7
JM-87	CSID_3000516135	89.25	38.6
JM-87	CSID_3000516359	79.84	23.5
JM-87	CSID_3000516464	91.44	45.4
JM-87	CSID_3000516465	79.81	23.5
JM-87	CSID_3000516535	79.79	23.5
JM-87	CSID_3000516589	91.04	44.4
JM-87	CSID_3000516810	97.28	78.5
JM-87	CSID_3000516977	80.02	23.7
JM-87	CSID_3000516978	98.89	93
JM-87	CSID_3000516998	91.36	45.4
JM-87	CSID_3000517066	98.98	92.8
JM-87	CSID_3000517120	91.09	45.4
JM-87	CSID_3015183678	97.28	79.4
JM-87	CSID_3015183679	97.39	79.8
JM-87	CSID_3015183680	97.08	78.5
JM-87	CSID_3015183685	91.17	44.7
JM-87	CSID_3015183686	96.88	78.3
JM-87	DSM_14571	91.3	45.3
JM-87	DSM_23781	97.1	77
JM-87	E6809	97.03	77.5
JM-87	EM-CHUV	91.34	45.9
JM-87	Endophthalmitis	98.84	91.4
JM-87	F3201	98.77	91.7
JM-87	F3543	97.19	79.2
JM-87	F8124	89.78	40.2
JM-87	FMS-007	97.4	80.6
JM-87	G0146	91.12	44.6
JM-87	G0153	91.14	44.6
JM-87	G4070	89.61	40.1
JM-87	G4071	91.44	45.5
JM-87	G4074	91.48	45.5
JM-87	G4075	91.07	44.6
JM-87	G4076	80.06	23.9
JM-87	G4120	79.82	23.5
JM-87	G4121	91.41	45.5
JM-87	G4122	89.24	38.7
JM-87	G4123	89.53	39.3
JM-87	KC1913	80.06	23.9
JM-87	NUH4	97.09	78.4
JM-87	NUH6	96.94	78
JM-87	NUHP1	97.04	78.3
JM-87	PW2809	97.23	79.2
JM-87	R26	97.09	77.1
JM-87	V0378064	97.04	78
KC1913	0422	80	23.5
KC1913	3375	80	23.6
KC1913	502	79.92	23.6
KC1913	ATCC_13253	99.97	99.9
KC1913	ATCC_33958	79.87	23.6
KC1913	B2D	79.98	23.7
KC1913	BM10	79.87	23.7
KC1913	C1558	79.86	23.4
KC1913	CIP108653	79.88	23.7
KC1913	CIP108654	79.98	23.7
KC1913	CIP111046-9716	79.82	23.6
KC1913	CIP111047-9716	79.86	23.6
KC1913	CIP111048-9716	98.35	85.8
KC1913	CIP111067	79.96	23.6
KC1913	CIP60-58	80	23.5
KC1913	CIP80-33	98.46	86.6
KC1913	CSID_3000515919	98.39	86.7
KC1913	CSID_3000516074	79.95	23.6
KC1913	CSID_3000516135	79.85	23.4
KC1913	CSID_3000516359	98.37	86.2
KC1913	CSID_3000516464	79.88	23.6
KC1913	CSID_3000516465	98.36	85.9
KC1913	CSID_3000516535	98.44	86.4
KC1913	CSID_3000516589	79.99	23.6
KC1913	CSID_3000516810	79.99	23.6
KC1913	CSID_3000516977	99.2	92.9
KC1913	CSID_3000516978	79.92	23.7
KC1913	CSID_3000516998	79.95	23.5
KC1913	CSID_3000517066	79.9	23.6
KC1913	CSID_3000517120	79.9	23.7
KC1913	CSID_3015183678	79.98	23.5
KC1913	CSID_3015183679	79.89	23.6
KC1913	CSID_3015183680	79.93	23.6
KC1913	CSID_3015183685	79.99	23.6
KC1913	CSID_3015183686	80.01	23.6
KC1913	DSM_14571	79.89	23.7
KC1913	DSM_23781	79.97	23.6
KC1913	E6809	79.99	23.6
KC1913	EM-CHUV	79.94	23.7
KC1913	Endophthalmitis	79.9	23.6
KC1913	F3201	80.09	23.9
KC1913	F3543	80.05	23.7
KC1913	F8124	79.83	23.4
KC1913	FMS-007	80.18	23.9
KC1913	G0146	79.87	23.5
KC1913	G0153	79.99	23.6
KC1913	G4070	79.85	23.4
KC1913	G4071	79.85	23.6
KC1913	G4074	79.85	23.6
KC1913	G4075	79.89	23.6
KC1913	G4076	99.98	99.9
KC1913	G4120	98.36	85.8
KC1913	G4121	79.85	23.6
KC1913	G4122	79.89	23.3
KC1913	G4123	79.93	23.4
KC1913	JM-87	80.17	23.9
KC1913	NUH4	79.95	23.7
KC1913	NUH6	79.9	23.6
KC1913	NUHP1	79.94	23.7
KC1913	PW2809	80	23.7
KC1913	R26	79.93	23.5
KC1913	V0378064	79.92	23.7
NUH4	0422	97.34	83.7
NUH4	3375	97.45	82.6
NUH4	502	97.35	81.2
NUH4	ATCC_13253	79.8	23.7
NUH4	ATCC_33958	90.6	43.9
NUH4	B2D	97.3	78.7
NUH4	BM10	90.74	44.5
NUH4	C1558	88.94	38.6
NUH4	CIP108653	91.6	46.5
NUH4	CIP108654	97.53	83.9
NUH4	CIP111046-9716	97.05	78.8
NUH4	CIP111047-9716	91.42	46.2
NUH4	CIP111048-9716	79.77	23.6
NUH4	CIP111067	97.9	84.2
NUH4	CIP60-58	97.35	83.7
NUH4	CIP80-33	79.7	23.7
NUH4	CSID_3000515919	79.79	23.9
NUH4	CSID_3000516074	97.54	82.3
NUH4	CSID_3000516135	89.11	38.4
NUH4	CSID_3000516359	79.82	23.6
NUH4	CSID_3000516464	91.4	45.9
NUH4	CSID_3000516465	79.87	23.7
NUH4	CSID_3000516535	79.63	23.6
NUH4	CSID_3000516589	90.89	44.2
NUH4	CSID_3000516810	97.92	84.3
NUH4	CSID_3000516977	79.79	23.6
NUH4	CSID_3000516978	97.27	79
NUH4	CSID_3000516998	91.11	46
NUH4	CSID_3000517066	97.19	78.3
NUH4	CSID_3000517120	91	45.9
NUH4	CSID_3015183678	97.85	84.3
NUH4	CSID_3015183679	98.17	86.6
NUH4	CSID_3015183680	97.97	86.7
NUH4	CSID_3015183685	91.37	45.1
NUH4	CSID_3015183686	97.03	82.1
NUH4	DSM_14571	91.57	46
NUH4	DSM_23781	97.52	83.7
NUH4	E6809	97.39	82.2
NUH4	EM-CHUV	91.46	46.4
NUH4	Endophthalmitis	97.18	77.7
NUH4	F3201	96.96	79.3
NUH4	F3543	97.51	83.8
NUH4	F8124	89.52	40.2
NUH4	FMS-007	97.63	84.8
NUH4	G0146	90.79	44
NUH4	G0153	90.98	44.4
NUH4	G4070	89.37	40.3
NUH4	G4071	91.48	46.1
NUH4	G4074	91.45	46
NUH4	G4075	90.76	44.1
NUH4	G4076	79.81	23.7
NUH4	G4120	79.77	23.6
NUH4	G4121	91.42	46.2
NUH4	G4122	89.13	38.5
NUH4	G4123	89.11	38.9
NUH4	JM-87	96.67	78.4
NUH4	KC1913	79.82	23.7
NUH4	NUH6	97.39	82.6
NUH4	NUHP1	99.69	98.9
NUH4	PW2809	97.52	83.4
NUH4	R26	97.52	83.7
NUH4	V0378064	97.39	83.4
NUH6	0422	97.38	83.2
NUH6	3375	97.6	81.1
NUH6	502	97.48	82
NUH6	ATCC_13253	79.89	23.6
NUH6	ATCC_33958	90.96	44.3
NUH6	B2D	97.23	78.7
NUH6	BM10	91	45.1
NUH6	C1558	89.06	38.7
NUH6	CIP108653	91.64	46.9
NUH6	CIP108654	97.38	82.3
NUH6	CIP111046-9716	97.11	78.6
NUH6	CIP111047-9716	91.64	46.2
NUH6	CIP111048-9716	79.88	23.6
NUH6	CIP111067	97.74	83.5
NUH6	CIP60-58	97.37	83.2
NUH6	CIP80-33	79.86	23.7
NUH6	CSID_3000515919	79.96	23.9
NUH6	CSID_3000516074	97.64	81.4
NUH6	CSID_3000516135	89.24	38.7
NUH6	CSID_3000516359	79.98	23.6
NUH6	CSID_3000516464	91.77	46.9
NUH6	CSID_3000516465	79.91	23.5
NUH6	CSID_3000516535	79.89	23.6
NUH6	CSID_3000516589	91.28	44.9
NUH6	CSID_3000516810	97.76	83.5
NUH6	CSID_3000516977	79.87	23.5
NUH6	CSID_3000516978	97.24	78.7
NUH6	CSID_3000516998	91.37	46.3
NUH6	CSID_3000517066	97.2	78.1
NUH6	CSID_3000517120	91.18	45.9
NUH6	CSID_3015183678	97.67	81.4
NUH6	CSID_3015183679	97.99	84.7
NUH6	CSID_3015183680	97.6	83.5
NUH6	CSID_3015183685	91.13	44.8
NUH6	CSID_3015183686	98.77	94.3
NUH6	DSM_14571	91.62	46.3
NUH6	DSM_23781	97.44	82.4
NUH6	E6809	97.44	80.8
NUH6	EM-CHUV	91.91	47
NUH6	Endophthalmitis	97.14	77.6
NUH6	F3201	96.96	78.6
NUH6	F3543	97.69	83
NUH6	F8124	89.83	40.3
NUH6	FMS-007	97.76	84.9
NUH6	G0146	91.11	44.5
NUH6	G0153	91.08	44.6
NUH6	G4070	89.61	40.3
NUH6	G4071	91.69	46.6
NUH6	G4074	91.71	46.4
NUH6	G4075	91.17	44.8
NUH6	G4076	79.89	23.6
NUH6	G4120	79.9	23.5
NUH6	G4121	91.69	46.6
NUH6	G4122	89.21	38.7
NUH6	G4123	89.34	39
NUH6	JM-87	96.64	78
NUH6	KC1913	79.89	23.6
NUH6	NUH4	97.68	82.6
NUH6	NUHP1	97.98	83.2
NUH6	PW2809	97.67	82.7
NUH6	R26	97.46	82.4
NUH6	V0378064	97.51	83.7
NUHP1	0422	97.27	83.7
NUHP1	3375	97.75	84.1
NUHP1	502	97.41	81.3
NUHP1	ATCC_13253	79.97	23.7
NUHP1	ATCC_33958	90.98	44.8
NUHP1	B2D	97.36	78.7
NUHP1	BM10	90.73	44.6
NUHP1	C1558	89.13	38.8
NUHP1	CIP108653	91.49	46.6
NUHP1	CIP108654	97.58	83.4
NUHP1	CIP111046-9716	97.11	78.8
NUHP1	CIP111047-9716	91.74	47.1
NUHP1	CIP111048-9716	79.94	23.6
NUHP1	CIP111067	97.96	84.2
NUHP1	CIP60-58	97.27	83.7
NUHP1	CIP80-33	79.88	23.7
NUHP1	CSID_3000515919	79.94	23.9
NUHP1	CSID_3000516074	97.6	82.5
NUHP1	CSID_3000516135	89.27	38.5
NUHP1	CSID_3000516359	80.01	23.6
NUHP1	CSID_3000516464	91.48	45.9
NUHP1	CSID_3000516465	80.02	23.7
NUHP1	CSID_3000516535	79.75	23.6
NUHP1	CSID_3000516589	90.8	44
NUHP1	CSID_3000516810	97.96	84.3
NUHP1	CSID_3000516977	79.93	23.7
NUHP1	CSID_3000516978	97.31	79.1
NUHP1	CSID_3000516998	90.87	46
NUHP1	CSID_3000517066	97.22	78.4
NUHP1	CSID_3000517120	91.02	46
NUHP1	CSID_3015183678	98.1	85.5
NUHP1	CSID_3015183679	98.36	86.7
NUHP1	CSID_3015183680	98.11	86.8
NUHP1	CSID_3015183685	90.92	44.2
NUHP1	CSID_3015183686	96.99	80.9
NUHP1	DSM_14571	91.61	46.1
NUHP1	DSM_23781	97.51	83.8
NUHP1	E6809	97.44	82.3
NUHP1	EM-CHUV	91.44	46.3
NUHP1	Endophthalmitis	97.2	77.8
NUHP1	F3201	96.99	79.2
NUHP1	F3543	97.53	83.5
NUHP1	F8124	89.57	40.2
NUHP1	FMS-007	97.76	84.8
NUHP1	G0146	90.86	43.8
NUHP1	G0153	90.83	44.1
NUHP1	G4070	89.47	40.3
NUHP1	G4071	91.47	46.1
NUHP1	G4074	91.49	46.1
NUHP1	G4075	90.82	44.1
NUHP1	G4076	79.98	23.7
NUHP1	G4120	79.94	23.6
NUHP1	G4121	91.43	46.3
NUHP1	G4122	89.21	38.6
NUHP1	G4123	89.22	38.9
NUHP1	JM-87	96.63	78.3
NUHP1	KC1913	79.97	23.7
NUHP1	NUH4	99.56	98.9
NUHP1	NUH6	97.64	83.2
NUHP1	PW2809	97.53	83.5
NUHP1	R26	97.5	83.7
NUHP1	V0378064	97.43	83.5
PW2809	0422	99.52	97.6
PW2809	3375	98.01	85.2
PW2809	502	97.53	81.5
PW2809	ATCC_13253	79.96	23.7
PW2809	ATCC_33958	91.21	44.1
PW2809	B2D	97.37	78.6
PW2809	BM10	91.16	44.4
PW2809	C1558	89.17	38.6
PW2809	CIP108653	91.64	46.4
PW2809	CIP108654	97.92	84.1
PW2809	CIP111046-9716	97.21	78.7
PW2809	CIP111047-9716	91.69	46.2
PW2809	CIP111048-9716	80.21	24
PW2809	CIP111067	98.34	86.3
PW2809	CIP60-58	99.53	97.6
PW2809	CIP80-33	79.92	23.7
PW2809	CSID_3000515919	79.93	23.6
PW2809	CSID_3000516074	97.94	84
PW2809	CSID_3000516135	89.03	38.5
PW2809	CSID_3000516359	79.99	23.6
PW2809	CSID_3000516464	91.6	46.1
PW2809	CSID_3000516465	80.01	23.7
PW2809	CSID_3000516535	80.01	23.7
PW2809	CSID_3000516589	91.21	44.2
PW2809	CSID_3000516810	98.38	86.5
PW2809	CSID_3000516977	79.95	23.6
PW2809	CSID_3000516978	97.28	79.1
PW2809	CSID_3000516998	91.58	46.2
PW2809	CSID_3000517066	97.31	78.8
PW2809	CSID_3000517120	91.31	46.1
PW2809	CSID_3015183678	98.03	85.3
PW2809	CSID_3015183679	97.98	84.5
PW2809	CSID_3015183680	97.78	83.8
PW2809	CSID_3015183685	91.18	44.2
PW2809	CSID_3015183686	97.55	82.1
PW2809	DSM_14571	91.6	46.2
PW2809	DSM_23781	98.18	85.3
PW2809	E6809	97.8	83.2
PW2809	EM-CHUV	91.84	46.8
PW2809	Endophthalmitis	97.26	77.9
PW2809	F3201	97.15	78.6
PW2809	F3543	98.05	85.8
PW2809	F8124	89.85	40.3
PW2809	FMS-007	97.76	83.2
PW2809	G0146	91.17	44.1
PW2809	G0153	91.22	44.4
PW2809	G4070	89.88	40.3
PW2809	G4071	91.67	46.1
PW2809	G4074	91.72	46.1
PW2809	G4075	91.16	44.1
PW2809	G4076	79.97	23.7
PW2809	G4120	80.22	24
PW2809	G4121	91.69	46.3
PW2809	G4122	89.28	38.6
PW2809	G4123	89.35	38.9
PW2809	JM-87	97.27	79.2
PW2809	KC1913	79.97	23.7
PW2809	NUH4	97.72	83.4
PW2809	NUH6	97.62	82.7
PW2809	NUHP1	97.71	83.5
PW2809	R26	98.18	85.3
PW2809	V0378064	97.88	83.6
R26	0422	97.98	84.7
R26	3375	98.08	84.1
R26	502	97.58	81
R26	ATCC_13253	79.92	23.5
R26	ATCC_33958	91.2	44.9
R26	B2D	97.41	79
R26	BM10	91.07	44.5
R26	C1558	89.06	38.7
R26	CIP108653	91.76	46.5
R26	CIP108654	97.69	82.8
R26	CIP111046-9716	97.44	78.9
R26	CIP111047-9716	91.92	46.8
R26	CIP111048-9716	79.85	23.5
R26	CIP111067	98.42	86.6
R26	CIP60-58	97.98	84.7
R26	CIP80-33	79.97	23.6
R26	CSID_3000515919	80.12	23.8
R26	CSID_3000516074	98.07	84.6
R26	CSID_3000516135	89.23	38.6
R26	CSID_3000516359	79.87	23.5
R26	CSID_3000516464	91.74	46.4
R26	CSID_3000516465	79.87	23.5
R26	CSID_3000516535	79.86	23.5
R26	CSID_3000516589	91.31	44.7
R26	CSID_3000516810	98.31	86.5
R26	CSID_3000516977	79.95	23.5
R26	CSID_3000516978	97.43	79.3
R26	CSID_3000516998	91.68	46.1
R26	CSID_3000517066	97.53	79.5
R26	CSID_3000517120	91.41	46.1
R26	CSID_3015183678	98.25	85.9
R26	CSID_3015183679	97.9	83.5
R26	CSID_3015183680	97.91	83.5
R26	CSID_3015183685	91.31	44.6
R26	CSID_3015183686	97.59	83
R26	DSM_14571	91.67	46.3
R26	DSM_23781	99.98	98.6
R26	E6809	97.91	82.9
R26	EM-CHUV	91.96	47
R26	Endophthalmitis	97.39	78.8
R26	F3201	97.13	77.8
R26	F3543	98.04	84.2
R26	F8124	89.85	40.3
R26	FMS-007	97.71	82.4
R26	G0146	91.37	44.9
R26	G0153	91.33	44.7
R26	G4070	89.59	40.3
R26	G4071	91.91	46.7
R26	G4074	91.94	46.8
R26	G4075	91.31	44.9
R26	G4076	79.91	23.5
R26	G4120	79.85	23.5
R26	G4121	91.84	46.6
R26	G4122	89.47	38.9
R26	G4123	89.31	39
R26	JM-87	97.06	77.1
R26	KC1913	79.91	23.5
R26	NUH4	97.89	83.7
R26	NUH6	97.64	82.4
R26	NUHP1	97.88	83.7
R26	PW2809	98.24	85.3
R26	V0378064	97.52	82.6
V0378064	0422	97.82	84
V0378064	3375	98.05	84.6
V0378064	502	97.67	81.1
V0378064	ATCC_13253	79.9	23.7
V0378064	ATCC_33958	91.17	44.6
V0378064	B2D	97.31	77.7
V0378064	BM10	91.16	44.8
V0378064	C1558	89.16	38.8
V0378064	CIP108653	91.79	46.7
V0378064	CIP108654	99.78	99.8
V0378064	CIP111046-9716	97.35	77.7
V0378064	CIP111047-9716	91.92	46.8
V0378064	CIP111048-9716	79.95	23.6
V0378064	CIP111067	97.89	83.1
V0378064	CIP60-58	97.81	84
V0378064	CIP80-33	80	23.7
V0378064	CSID_3000515919	79.95	23.7
V0378064	CSID_3000516074	98.03	84.2
V0378064	CSID_3000516135	89.35	38.8
V0378064	CSID_3000516359	79.95	23.6
V0378064	CSID_3000516464	91.89	46.5
V0378064	CSID_3000516465	80	23.6
V0378064	CSID_3000516535	79.96	23.6
V0378064	CSID_3000516589	91.22	44.5
V0378064	CSID_3000516810	97.98	83.6
V0378064	CSID_3000516977	79.92	23.6
V0378064	CSID_3000516978	97.33	77.9
V0378064	CSID_3000516998	91.74	46.8
V0378064	CSID_3000517066	97.24	77.4
V0378064	CSID_3000517120	91.54	46
V0378064	CSID_3015183678	97.97	83.8
V0378064	CSID_3015183679	98.1	84.7
V0378064	CSID_3015183680	97.78	82.9
V0378064	CSID_3015183685	91.35	44.8
V0378064	CSID_3015183686	97.75	83.3
V0378064	DSM_14571	91.65	46.1
V0378064	DSM_23781	97.6	82.6
V0378064	E6809	97.79	82.7
V0378064	EM-CHUV	91.92	47.1
V0378064	Endophthalmitis	97.13	76.4
V0378064	F3201	97.32	77.9
V0378064	F3543	98.05	84.8
V0378064	F8124	89.82	40.3
V0378064	FMS-007	98	84.4
V0378064	G0146	91.28	44.6
V0378064	G0153	91.37	44.8
V0378064	G4070	89.74	40.3
V0378064	G4071	91.91	46.8
V0378064	G4074	91.91	46.8
V0378064	G4075	91.22	44.6
V0378064	G4076	79.91	23.7
V0378064	G4120	79.93	23.6
V0378064	G4121	91.91	46.7
V0378064	G4122	89.37	38.8
V0378064	G4123	89.4	39.2
V0378064	JM-87	97.12	78
V0378064	KC1913	79.91	23.7
V0378064	NUH4	97.91	83.4
V0378064	NUH6	97.78	83.7
V0378064	NUHP1	97.92	83.5
V0378064	PW2809	97.97	83.6
V0378064	R26	97.62	82.6
